Story #	Character Name	Sound	Sr No	Day	Charachter	Character Emotion	Dialogs & Requirments	Sprite																	
Story 17	Munna Bhai	Light Background Music 3	47	Day 6	Munna Bhai	Munna Bhai Excited	"I want to offer you ongoing mechanical training - regular sessions where you can continue learning professional techniques while helping me with shop work. You've earned the right to be considered a legitimate apprentice, not just an interested observer."	MunnaBhaiExcited																	
Story 17	Munna Bhai	Light Background Music 3	48	Day 6	Raju	Raju Excited	"That's incredibly generous, bhai! But more than the training, I value what I've learned about the importance of skilled trades and the dignity that comes from providing essential services that people depend on daily."	RajuExcited																	
Story 17	Munna Bhai	Light Background Music 3	49	Day 6	Munna Bhai	Munna Bhai Smiling	"Then we both benefit perfectly - you gain mechanical knowledge that will serve you well in any future endeavor, and I gain confidence that these skills will continue to receive the respect and appreciation they deserve from the next generation."	MunnaBhaiSmiling																	
Story 17	Munna Bhai	Light Background Music 3	49.1	Day 6	No character - Dialog Setup	Not Applicable	"As their conversation concludes with the establishment of an ongoing apprenticeship that benefits both participants while serving the broader goal of preserving skilled mechanical trades, Raju and Munna Bhai understand that they have created something more valuable than temporary assistance - they have demonstrated how mutual respect, dedicated effort, and shared commitment to excellence can bridge generational and social gaps to create partnerships that strengthen both individuals and the skilled trade knowledge systems they work together to preserve and honor."	Munna Tyre Shop																	
Story 17	Munna Bhai	Light Background Music 3	50	Not Applicable	Not Applicable	Not Applicable	If the user finishes the entire story arc then give him one Foresight(as per the Reward System). If he doestn complete the story then don't give him the reward	Not Applicable																	
Story 18	Priya	Light Background Music 3	1	Day 1	No character - Dialog Setup	Not Applicable	"After noticing his classmate Priya looking worried about upcoming exams during school break, Raju chooses to approach her in the library where she's been studying alone, hoping to offer assistance with her academic preparations."	Public School																	
Story 18	Priya	Light Background Music 3	1.1	Day 1	No character - Dialog Setup	Not Applicable	"The quiet atmosphere of the school library provides a sanctuary for serious study as Raju approaches the corner table where Priya sits surrounded by textbooks, notebooks, and the visible stress of someone struggling to master material that seems to resist understanding. Her furrowed brow and the pile of crumpled papers beside her reveal the frustration of a dedicated student whose effort isn't translating into the comprehension she desperately needs, while the approaching exam deadline creates mounting pressure that threatens to overwhelm even her persistent attempts to succeed through determination alone."	Public School																	
Story 18	Priya	Light Background Music 3	2	Day 1	Priya	Priya Sad	"Oh Raju, I'm so worried about next week's exams! I've been studying for hours every day, but some of these subjects just aren't making sense no matter how hard I try."	PriyaSad																	
Story 18	Priya	Light Background Music 3	3	Day 1	Raju	Raju Excited	"Don't worry so much, Priya! Which subjects are giving you the most trouble? Maybe we can figure out a better approach together."	RajuExcited																	
Story 18	Priya	Light Background Music 3	4	Day 1	Priya	Priya Sad	"Mathematics and science are both confusing me. I understand when the teacher explains concepts in class, but when I try to solve problems alone, I get completely lost and make silly mistakes."	PriyaSad																	
Story 18	Priya	Light Background Music 3	5	Day 1	Raju	Raju Excited	That sounds like you understand the concepts but need practice applying them. Maybe studying together would help both of us understand the material better?	RajuExcited																	
Story 18	Priya	Light Background Music 3	6	Day 1	Priya	Priya Serious	"You really think collaborative studying could help? I've always tried to learn everything by myself, but maybe discussing problems with someone else would clarify my thinking."	PriyaSerious																	
Story 18	Priya	Light Background Music 3	7	Day 1	Raju	Raju Excited	Definitely! Sometimes explaining concepts to each other helps both people understand better. We could quiz each other and work through difficult problems together.	RajuExcited																	
Story 18	Priya	Light Background Music 3	8	Day 1	Priya	Priya Sad	But what if I'm too far behind? What if my confusion just makes studying harder for you? I don't want to waste your time when you probably understand everything already.	PriyaSad																	
Story 18	Priya	Light Background Music 3	9	Day 1	Raju	Raju Excited	"Don't think like that, Priya! Teaching and explaining actually helps me understand concepts more deeply too. We'd both benefit from working together instead of struggling alone."	RajuExcited																	
Story 18	Priya	Light Background Music 3	9.1	Day 1	No character - Dialog Setup	Not Applicable	"As Raju leaves the library with Priya's academic worries weighing on his mind, he carries both determination to help a classmate succeed and growing understanding that academic collaboration can benefit both participants when approached with mutual respect and shared commitment to learning. The complexity of balancing individual study with collaborative support has revealed opportunities for meaningful educational partnership, while Priya's self-doubt about her abilities has motivated him to demonstrate that academic struggles can be overcome through systematic effort and peer assistance."	Public School																	
Story 18	Priya	Light Background Music 3	10	Day 2	No character - Dialog Setup	Not Applicable	"Despite her initial hesitation about collaborative studying, Priya chooses to meet Raju in the library during lunch break, hoping that working together might help clarify the academic concepts that have been confusing her."	Not Applicable																	
Story 18	Priya	Light Background Music 3	10.1	Day 2	No character - Dialog Setup	Not Applicable	"The familiar quiet of the school library welcomes both students as they settle into collaborative study that represents a new approach for Priya, whose independent learning style has reached its limits when confronted with challenging material that requires different strategies for mastery. Today's session carries the potential to transform individual academic struggle into shared learning experience, while both participants bring different strengths and perspectives that could enhance their understanding beyond what either could achieve alone."	Public School																	
Story 18	Priya	Light Background Music 3	11	Day 2	Priya	Priya Serious	"I'm glad you convinced me to try studying together, Raju. Last night I kept thinking about what you said regarding collaborative learning, and maybe you're right that isolation isn't always the best approach."	PriyaSerious																	
Story 18	Priya	Light Background Music 3	12	Day 2	Raju	Raju Excited	I'm really happy you decided to give it a chance! Sometimes the best insights come from discussing problems with someone who sees things from a different angle.	RajuExcited																	
Story 18	Priya	Light Background Music 3	13	Day 2	Priya	Priya Serious	You're probably much better at these subjects than I am. I've been struggling with basic concepts while you always seem confident during class discussions.	PriyaSerious																	
Story 18	Priya	Light Background Music 3	14	Day 2	Raju	Raju Serious	"Don't underestimate yourself, Priya! I notice you ask really thoughtful questions in class, and that shows you're thinking deeply about the material. Sometimes people who struggle initially understand concepts more thoroughly once they master them."	RajuSerious																	
Story 18	Priya	Light Background Music 3	15	Day 2	Priya	Priya Quizzical	Do you really think questioning and struggling can be signs of deeper learning? I always assumed they meant I wasn't smart enough to understand things quickly.	PriyaQuizzical																	
Story 18	Priya	Light Background Music 3	16	Day 2	Raju	Raju Excited	"Absolutely! People who ask good questions and work through difficulties often develop stronger understanding than those who accept everything immediately. Your careful thinking could be a strength, not a weakness."	RajuExcited																	
Story 18	Priya	Light Background Music 3	17	Day 2	Priya	Priya Smiling	"That's a completely different way of looking at my academic challenges. Maybe instead of feeling ashamed about needing extra time, I should appreciate that thorough understanding takes effort."	PriyaSmiling																	
Story 18	Priya	Light Background Music 3	18	Day 2	Raju	Raju Excited	Exactly! And working together means we can combine your careful analysis with different perspectives to master material more effectively than either of us could alone.	RajuExcited																	
Story 18	Priya	Light Background Music 3	19	Day 2	Priya	Priya Excited	How should we structure our study sessions to maximize both our learning? What approach would work best for tackling these challenging subjects?	PriyaExcited																	
Story 18	Priya	Light Background Music 3	19.1	Day 2	No character - Dialog Setup	Not Applicable	"As their second conversation concludes with Priya's growing confidence about collaborative learning and her shifting perspective on academic struggle, both students recognize that they have begun developing a study partnership that could benefit both participants while challenging negative assumptions about intelligence and learning styles. The conversation has transformed Priya's self-doubt into curiosity about how different approaches to education might unlock understanding that independent study has failed to achieve."	Public School																	
Story 18	Priya	Light Background Music 3	20	Day 3	No character - Dialog Setup	Not Applicable	"With yesterday's encouraging conversation about collaborative learning fresh in her mind, Priya chooses to meet Raju again in the library, ready to begin implementing their planned study partnership with specific academic goals."	Not Applicable																	
Story 18	Priya	Light Background Music 3	20.1	Day 3	No character - Dialog Setup	Not Applicable	The school library provides the perfect environment for launching their collaborative study experiment as both students bring focused energy and strategic thinking to what has evolved from casual assistance into systematic partnership aimed at academic improvement. Today's session will test whether their theoretical discussions about learning styles and collaborative benefits can translate into practical study methods that enhance understanding and exam preparation for both participants.	Public School																	
Story 18	Priya	Light Background Music 3	21	Day 3	Priya	Priya Excited	"Ready to put our collaborative study plan into action, Raju? I've been thinking about our conversation yesterday, and I'm eager to try this new approach to learning."	PriyaExcited																	
Story 18	Priya	Light Background Music 3	22	Day 3	Raju	Raju Excited	Absolutely! I brought some ideas about how we could structure our sessions to help both of us understand the material better. What subjects should we focus on first?	RajuExcited																	
Story 18	Priya	Light Background Music 3	23	Day 3	Priya	Priya Serious	"I think we should start with the areas where I'm most confused, but I want to make sure our approach also helps you learn. How should we organize our study time?"	PriyaSerious																	
Story 18	Priya	Light Background Music 3	24a	Day 3	Raju	Raju Excited	"Let's focus on intensive review sessions, Priya. We can quiz each other systematically and work through practice problems until we both master every concept completely."	RajuExcited																	
Story 18	Priya	Light Background Music 3	25a	Day 3	Priya	Priya Excited	Intensive review sounds perfect! I learn best when I can practice concepts repeatedly until they become automatic. Systematic drilling might be exactly what I need.	PriyaExcited																	
Story 18	Priya	Light Background Music 3	26a	Day 3	Raju	Raju Excited	Great! We can create comprehensive question sets for each subject and keep practicing until we can answer everything quickly and accurately. Repetition builds confidence.	RajuExcited																	
Story 18	Priya	Light Background Music 3	27a	Day 3	Priya	Priya Excited	"I love this systematic approach! When I know I've practiced enough to handle any question, the exam anxiety disappears and I can focus on demonstrating what I've learned."	PriyaExcited																	
Story 18	Priya	Light Background Music 3	28a	Day 3	Raju	Raju Excited	Exactly! Intensive review will give us both the thorough preparation and confidence we need to excel on these exams. Let's start with your most challenging subject.	RajuExcited																	
Story 18	Priya	Light Background Music 3	28a.1	Day 3	No character - Dialog Setup	Not Applicable	"As the students commit to an intensive review strategy that emphasizes systematic practice and comprehensive preparation, both understand that this approach will test their dedication and persistence while potentially providing the thorough mastery that exam success requires. The decision to focus on repetitive drilling reflects Priya's learning style preferences while offering Raju opportunities to reinforce his own understanding through teaching and explanation."	Public School																	
Story 18	Priya	Light Background Music 3	24b	Day 3	Raju	Raju Excited	"Let's focus on conceptual understanding, Priya. Instead of just memorizing, we can explore why things work the way they do and connect ideas across different subjects."	RajuExcited																	
Story 18	Priya	Light Background Music 3	25b	Day 3	Priya	Priya Excited	Conceptual understanding appeals to me! I always feel more confident when I grasp the underlying principles instead of just following procedures without comprehension.	PriyaExcited																	
Story 18	Priya	Light Background Music 3	26b	Day 3	Raju	Raju Excited	"Perfect! We can discuss the logic behind mathematical formulas, explore scientific principles through real examples, and help each other see patterns that connect different topics."	RajuExcited																	
Story 18	Priya	Light Background Music 3	27b	Day 3	Priya	Priya Excited	"I love how this approach makes learning feel more meaningful! When I understand why concepts work, I remember them better and can apply them to new situations more easily."	PriyaExcited																	
Story 18	Priya	Light Background Music 3	28b	Day 3	Raju	Raju Excited	Exactly! Conceptual understanding will help us both develop deeper knowledge that goes beyond memorization to genuine comprehension. Let's start exploring the principles behind your challenging topics.	RajuExcited																	
Story 18	Priya	Light Background Music 3	28b.1	Day 3	No character - Dialog Setup	Not Applicable	"As the students commit to a conceptual understanding strategy that emphasizes deep learning over surface memorization, both recognize that this approach will require more intellectual effort while potentially providing more lasting and transferable knowledge. The decision to focus on underlying principles reflects both students' desire for meaningful learning that extends beyond immediate exam requirements."	Public School																	
Story 18	Priya	Light Background Music 3	24c	Day 3	Raju	Raju Excited	"Let's focus on mutual teaching, Priya. We can take turns explaining concepts to each other, which will help both of us understand material more deeply."	RajuExcited																	
Story 18	Priya	Light Background Music 3	25c	Day 3	Priya	Priya Excited	Mutual teaching sounds wonderful! I learn so much better when I have to explain things clearly to someone else. It forces me to organize my thoughts properly.	PriyaExcited																	
Story 18	Priya	Light Background Music 3	26c	Day 3	Raju	Raju Excited	"Exactly! When you teach something, you discover gaps in your own understanding and strengthen areas where you're already solid. We'll both benefit from being both teacher and student."	RajuExcited																	
Story 18	Priya	Light Background Music 3	27c	Day 3	Priya	Priya Excited	"I love how this approach makes us equal partners in learning! Instead of feeling like the struggling student, I get to contribute by helping you understand things from my perspective too."	PriyaExcited																	
Story 18	Priya	Light Background Music 3	28c	Day 3	Raju	Raju Excited	Perfect! Mutual teaching will help us both develop communication skills while mastering academic content. Let's start by choosing topics where each of us can teach the other something valuable.	RajuExcited																	
Story 18	Priya	Light Background Music 3	28c.1	Day 3	No character - Dialog Setup	Not Applicable	"As the students commit to a mutual teaching strategy that emphasizes collaborative learning and shared expertise, both understand that this approach will challenge them to articulate their understanding clearly while potentially building confidence through the recognition that everyone has valuable knowledge to contribute. The decision to focus on reciprocal teaching reflects their growing appreciation for learning as a social activity that benefits all participants."	Public School																	
Story 18	Priya	Light Background Music 3	29	Day 4	No character - Dialog Setup	Not Applicable	"After yesterday's selection of their specific study strategy, Priya chooses to meet Raju in the library during after-school hours to begin implementing their chosen approach before exam pressure intensifies further."	Not Applicable																	
Story 18	Priya	Light Background Music 3	29.1	Day 4	No character - Dialog Setup	Not Applicable	"The quiet after-school library provides ideal conditions for implementing their collaborative study plan without the distractions of busy lunch periods or time constraints, with both students bringing focused energy and systematic thinking to what has evolved from casual assistance into serious academic partnership. Today's session will test whether their chosen approach can actually improve understanding and reduce anxiety while building the foundation for exam success through sustained collaborative effort."	Public School																	
Story 18	Priya	Light Background Music 3	30	Day 4	Priya	Priya Excited	"Ready to put our study strategy into practice, Raju? I'm nervous but also excited to see whether our collaborative approach actually helps me understand these difficult concepts."	PriyaExcited																	
Story 18	Priya	Light Background Music 3	31	Day 4	Raju	Raju Excited	"I'm really looking forward to this! Yesterday's planning gave us a clear approach, and now we get to test whether working together really produces better results than studying alone."	RajuExcited																	
Story 18	Priya	Light Background Music 3	32	Day 4	Priya	Priya Serious	"I hope our method works better than my previous solo efforts. These exams feel so important, and I'm worried about disappointing my family if I don't perform well."	PriyaSerious																	
Story 18	Priya	Light Background Music 3	33	Day 4	Raju	Raju Serious	"I understand that pressure, but remember that doing your best is what matters most. Our collaborative approach should help you feel more prepared and confident going into these exams."	RajuSerious																	
Story 18	Priya	Light Background Music 3	34	Day 4	Priya	Priya Excited	You're right about focusing on preparation rather than worry. Let's begin our study session and see how much we can accomplish together!	PriyaExcited																	
Story 18	Priya	Light Background Music 3	34.1	Day 4	No character - Dialog Setup	Not Applicable	"As the first implementation session begins with both students bringing enthusiasm tempered by realistic understanding of the challenges ahead, their collaboration will test whether systematic partnership can overcome individual academic obstacles while building confidence and competence for both participants. The combination of their different strengths and perspectives creates potential for enhanced learning that neither could achieve alone."	Public School																	
Story 18	Priya	Light Background Music 3	35	Day 5	No character - Dialog Setup	Not Applicable	"After successfully completing their first collaborative study session, Priya chooses to continue meeting Raju in the library, eager to build on yesterday's progress and further develop their academic partnership."	Not Applicable																	
Story 18	Priya	Light Background Music 3	35.1	Day 5	No character - Dialog Setup	Not Applicable	"The familiar setting of the library welcomes both students as they return with growing confidence in their collaborative approach, yesterday's successful session having validated their belief that working together produces better results than individual struggle. The second day of sustained partnership carries different energy as both participants move beyond experimental assistance into genuine academic collaboration that benefits both while preparing them more effectively for upcoming examinations."	Public School																	
Story 18	Priya	Light Background Music 3	36	Day 5	Priya	Priya Smiling	I'm so glad we decided to study together! Yesterday's session helped me understand concepts that have been confusing me for weeks. Are you ready to continue building on our progress?	PriyaSmiling																	
Story 18	Priya	Light Background Music 3	37	Day 5	Raju	Raju Excited	Absolutely! Yesterday showed me how much explaining concepts to you helped me understand them more deeply too. Collaborative learning really does benefit both people involved.	RajuExcited																	
Story 18	Priya	Light Background Music 3	38	Day 5	Priya	Priya Excited	Exactly! I feel so much more confident about the material now. Today I want to tackle some of the more advanced problems to make sure we're really ready for anything the exams might include.	PriyaExcited																	
Story 18	Priya	Light Background Music 3	39	Day 5	Raju	Raju Excited	That's a great attitude! Let's challenge ourselves with more complex material while continuing to support each other through any difficulties we encounter.	RajuExcited																	
Story 18	Priya	Light Background Music 3	40	Day 5	Priya	Priya Excited	I never thought I could feel this positive about academics before. Our partnership has transformed studying from something stressful into something enjoyable and productive.	PriyaExcited																	
Story 18	Priya	Light Background Music 3	40.1	Day 5	No character - Dialog Setup	Not Applicable	"As the second day of collaboration unfolds with expanded challenges and growing confidence, both students recognize that they have successfully transformed individual academic struggle into shared learning experience that enhances understanding while reducing anxiety. The progression from tentative partnership to confident collaboration reflects their growing competence in both academic content and collaborative learning skills."	Public School																	
Story 18	Priya	Light Background Music 3	41	Day 6	No character - Dialog Setup	Not Applicable	"With their study partnership well-established and exam confidence growing, Priya chooses to meet Raju for what may be their final preparation session before the important exams that will test everything they've learned together."	Not Applicable																	
Story 18	Priya	Light Background Music 3	41.1	Day 6	No character - Dialog Setup	Not Applicable	"The library atmosphere reflects the comfortable academic partnership that has developed between Priya and Raju over their days of collaborative study, with established routines and mutual support replacing the initial anxiety and uncertainty that characterized Priya's solo study attempts. Today's conversation carries weight beyond immediate exam preparation as both participants prepare to discuss the broader implications of their successful collaboration and what it has taught them about learning, friendship, and academic achievement."	Public School																	
Story 18	Priya	Light Background Music 3	42	Day 6	Priya	Priya Excited	"Raju, I have to tell you - when I first approached you about my academic worries, I never imagined how much our study partnership would transform my entire approach to learning. You've helped me discover strengths I didn't know I had."	PriyaExcited																	
Story 18	Priya	Light Background Music 3	43	Day 6	Raju	Raju Excited	"Thank you, Priya! But this partnership has been just as valuable for me. Teaching and discussing concepts with you has deepened my own understanding while showing me how much I enjoy collaborative learning."	RajuExcited																	
Story 18	Priya	Light Background Music 3	44	Day 6	Priya	Priya Smiling	You've demonstrated that academic ability isn't fixed - it can be developed through proper support and effective strategies. Your patient explanations and encouragement have helped me overcome years of self-doubt about my intelligence.	PriyaSmiling																	
Story 18	Priya	Light Background Music 3	45	Day 6	Raju	Raju Excited	"This experience has taught me that helping others succeed doesn't diminish your own achievements - it enhances them. Whether someone is supporting classmates or pursuing cricket, success becomes more meaningful when it's shared with people who understand the struggle."	RajuExcited																	
Story 18	Priya	Light Background Music 3	46	Day 6	Priya	Priya Smiling	"Exactly! And you've shown me that academic challenges don't have to be faced alone. When students support each other instead of competing, everyone can achieve more than they thought possible."	PriyaSmiling																	
Story 18	Priya	Light Background Music 3	47	Day 6	Priya	Priya Excited	I want to continue our study partnership even after these exams. Would you be interested in maintaining our collaboration for future academic challenges and helping other struggling students discover the power of collaborative learning?	PriyaExcited																	
Story 18	Priya	Light Background Music 3	48	Day 6	Raju	Raju Excited	That sounds wonderful! I'd love to continue working together while helping other students realize that academic success doesn't have to come at the expense of friendship and mutual support.	RajuExcited																	
Story 18	Priya	Light Background Music 3	49	Day 6	Priya	Priya Smiling	"Then we both benefit perfectly - you continue developing your teaching and communication skills while I gain confidence in my academic abilities, and together we can show other students that collaboration enhances rather than threatens individual achievement."	PriyaSmiling																	
Story 18	Priya	Light Background Music 3	49.1	Day 6	No character - Dialog Setup	Not Applicable	"As their conversation concludes with plans for ongoing academic partnership that extends beyond immediate exam preparation, Priya and Raju understand that they have created something more valuable than temporary study assistance - they have demonstrated how collaborative learning can transform individual struggle into shared success while building friendships and academic confidence that will serve them well throughout their educational journey and beyond."	Public School																	
Story 18	Priya	Light Background Music 3	50	Not Applicable	Not Applicable	Not Applicable	If the user finishes the entire story arc then give him one Resourcefulness(as per the Reward System). If he doestn complete the story then don't give him the reward	Not Applicable																	
Story 19	Vikram	Light Background Music 3	1	Day 1	No character - Dialog Setup	Not Applicable	"After noticing the long queue of customers waiting for fresh tea outside Vikram's small stall and hearing his mother mention how hard small vendors work, Raju chooses to visit during the busy evening period to see if the hardworking tea seller might need assistance."	Tea Stall																	
Story 19	Vikram	Light Background Music 3	1.1	Day 1	No character - Dialog Setup	Not Applicable	"The aromatic clouds of cardamom and ginger fill the air around Vikram's modest tea stall as Raju approaches the workspace where the skilled vendor prepares fresh chai for a steady stream of neighborhood customers seeking their daily dose of comfort and community. Vikram moves between boiling milk, measuring spices, and serving steaming cups with practiced efficiency, but the sweat on his brow and the growing line of impatient customers suggest that even his years of experience are being tested by today's unexpectedly heavy demand for his carefully crafted beverages."	Tea Stall																	
Story 19	Vikram	Light Background Music 3	2	Day 1	Vikram	Vikram Sad	"Beta, terrible timing and perfect timing all at once! Everyone wants fresh tea at the same moment, and I'm just one person trying to brew, serve, and manage money all simultaneously. Look at this queue - it's going to take forever to serve everyone properly."	VikramSad																	
Story 19	Vikram	Light Background Music 3	3	Day 1	Raju	Raju Excited	"Vikram uncle, you look completely overwhelmed! Is there anything I can do to help? I have some free time and I'd love to learn about tea preparation and small business operations."	RajuExcited																	
Story 19	Vikram	Light Background Music 3	4	Day 1	Vikram	Vikram Serious	"Help? Beta, running a tea stall isn't child's play. Every cup must taste perfect, customers expect fast service, and one mistake with ingredients or money can ruin my reputation. This business feeds my family - it can't afford errors."	VikramSerious																	
Story 19	Vikram	Light Background Music 3	5	Day 1	Raju	Raju Serious	"I understand it's serious work, uncle. But I'm careful and I learn quickly. Maybe I could start with something simple, just to help reduce your stress during busy periods?"	RajuSerious																	
Story 19	Vikram	Light Background Music 3	6	Day 1	Vikram	Vikram Serious	"Simple? Child, there's nothing simple about creating perfect tea! Every blend requires precise spice ratios, milk must be heated to exact temperature, and customers have specific preferences developed over years. One bad cup and they never return."	VikramSerious																	
Story 19	Vikram	Light Background Music 3	7	Day 1	Raju	Raju Excited	"That's exactly why I want to help, uncle! You've built such loyal customers who depend on your quality tea. Surely there's some small way I could assist without affecting your standards?"	RajuExcited																	
Story 19	Vikram	Light Background Music 3	8	Day 1	Vikram	Vikram Quizzical	"You really want to learn about tea preparation? Even knowing how demanding customers can be when their chai isn't perfect, how precise ingredient measurement must be, how exhausting these long days become?"	VikramQuizzical																	
Story 19	Vikram	Light Background Music 3	9	Day 1	Raju	Raju Excited	"I'm not afraid of demanding work or critical customers, uncle. My father always says that small businesses are the heart of any community, and I want to understand what that really means."	RajuExcited																	
Story 19	Vikram	Light Background Music 3	9.1	Day 1	No character - Dialog Setup	Not Applicable	"As Raju exits the bustling tea stall with the sounds of ongoing beverage preparation and customer conversations filling his ears, he carries both deep appreciation for the complexity of tea-making operations and strengthened determination to prove that his offer represents genuine commitment to learning rather than casual curiosity. The intricate balance of recipe precision, customer service, and business management that Vikram demonstrates has revealed the sophisticated expertise that successful tea vendors require, while the seller's initial skepticism about his capabilities has only intensified his resolve to demonstrate reliability and business understanding."	Tea Stall																	
Story 19	Vikram	Light Background Music 3	10	Day 2	No character - Dialog Setup	Not Applicable	"Despite yesterday's introduction to the demanding world of tea vending, Raju chooses to return during the morning preparation period, hoping to observe how Vikram organizes his ingredients and prepares for the day's service."	Not Applicable																	
Story 19	Vikram	Light Background Music 3	10.1	Day 2	No character - Dialog Setup	Not Applicable	"The tea stall emanates methodical preparation in the early morning as Raju arrives to find Vikram systematically arranging spices, checking milk quality, and organizing his workspace with the precision of someone who understands that preparation and ingredient quality determine the success of every cup served throughout the day. The peaceful atmosphere contrasts sharply with yesterday's customer rush, revealing the careful planning and systematic approach that enables skilled tea vendors to maintain consistent quality despite working with traditional methods and time-tested recipes."	Tea Stall																	
Story 19	Vikram	Light Background Music 3	11	Day 2	Vikram	Vikram Smiling	"Back again, beta? I thought yesterday's reality check about the complexity of tea preparation might have discouraged you from pursuing food service. Most young people lose interest when they discover that real quality takes years to develop."	VikramSmiling																	
Story 19	Vikram	Light Background Music 3	12	Day 2	Raju	Raju Excited	"Actually, uncle, watching you work yesterday made me more fascinated, not less. I've never seen anyone use such simple ingredients to create beverages that bring people so much satisfaction and comfort."	RajuExcited																	
Story 19	Vikram	Light Background Music 3	13	Day 2	Vikram	Vikram Sad	"Fascinated? Beta, society doesn't value tea vendors the way they should. People need our service daily but don't respect the skill involved. They want cheap, fast chai instead of quality preparation that takes time and expertise."	VikramSad																	
Story 19	Vikram	Light Background Music 3	14	Day 2	Raju	Raju Quizzical	"How did you learn such precise tea-making techniques? Did someone teach you, or did you develop these recipes through experience?"	RajuQuizzical																	
Story 19	Vikram	Light Background Music 3	15	Day 2	Vikram	Vikram Sad	"My father ran a tea stall before me, and I started learning the family recipes at age twelve. Twenty-five years I've been perfecting these blends, learning customer preferences, and building relationships. But young people today want modern jobs - they think food service is beneath them."	VikramSad																	
Story 19	Vikram	Light Background Music 3	16	Day 2	Raju	Raju Serious	"That must be disappointing, uncle. Seeing such valuable knowledge and customer relationships being undervalued by people who don't understand the skill required."	RajuSerious																	
Story 19	Vikram	Light Background Music 3	17	Day 2	Vikram	Vikram Serious	"They don't understand that every cup of tea represents hospitality, comfort, and community connection. When people start their day with my chai, I'm contributing to their energy and mood. When they gather here to chat, I'm providing social space that brings neighbors together."	VikramSerious																	
Story 19	Vikram	Light Background Music 3	18	Day 2	Raju	Raju Excited	"That's exactly why I want to learn, uncle! Tea preparation creates immediate comfort and social connection for people's daily lives. I don't want to miss the chance to understand such meaningful work."	RajuExcited																	
Story 19	Vikram	Light Background Music 3	19	Day 2	Vikram	Vikram Quizzical	"You keep expressing interest in learning, but tea service means different levels of responsibility and skill. What exactly do you think you could contribute to established tea preparation?"	VikramQuizzical																	
Story 19	Vikram	Light Background Music 3	19.1	Day 2	No character - Dialog Setup	Not Applicable	"As their second conversation concludes with Vikram's direct question about the nature of his potential contribution to professional tea service, Raju recognizes that his persistent interest in learning has moved beyond polite dismissal into serious consideration, creating both opportunity and responsibility to articulate a clear vision for how his dedication could genuinely benefit the established tea operation. The revelation of the vendor's disappointment about society's undervaluation of food service has transformed his motivation from simple curiosity into genuine respect for someone whose work creates daily comfort and community connection."	Tea Stall																	
Story 19	Vikram	Light Background Music 3	20	Day 3	No character - Dialog Setup	Not Applicable	"With Vikram's question about his potential contribution to tea service weighing on his mind, Raju chooses to return during the mid-morning preparation period, ready to demonstrate rather than simply describe how he might assist in tea preparation and customer service."	Not Applicable																	
Story 19	Vikram	Light Background Music 3	20.1	Day 3	No character - Dialog Setup	Not Applicable	"The tea stall hums with the gentle sounds of traditional beverage preparation as Raju arrives during the period when Vikram balances ingredient preparation with careful attention to recipe precision that ensures customer satisfaction, creating the perfect environment for observing how skilled food service integrates culinary knowledge, customer relations, and business operations. Today carries special significance from previous visits because yesterday's honest conversation about societal attitudes toward food service has established an atmosphere of mutual evaluation - the tea vendor assessing his genuine commitment while he prepares to prove that his interest stems from deep respect rather than superficial fascination."	Tea Stall																	
Story 19	Vikram	Light Background Music 3	21	Day 3	Vikram	Vikram Serious	"Well beta, you've been expressing interest in tea preparation for three days now. Today I'm preparing complex spice blends that could give you real understanding of what quality tea service requires. But first, tell me - how do you think you could best contribute to this craft?"	VikramSerious																	
Story 19	Vikram	Light Background Music 3	22	Day 3	Raju	Raju Excited	"I've been observing and thinking, uncle. There are several ways I could help, but I want to focus on what would be most meaningful for learning essential tea-making skills."	RajuExcited																	
Story 19	Vikram	Light Background Music 3	23	Day 3	Vikram	Vikram Serious	Show me you understand tea service beyond just wanting to help. What specific approach would you take to contribute effectively?	VikramSerious																	
Story 19	Vikram	Light Background Music 3	24a	Day 3	Raju	Raju Excited	"I want to learn recipe preparation, uncle. Teach me about spice combinations, milk heating techniques, and timing so I can understand the foundation of quality tea making."	RajuExcited																	
Story 19	Vikram	Light Background Music 3	25a	Day 3	Vikram	Vikram Serious	"Recipe preparation? Beta, these formulas have been refined through generations. One wrong measurement can ruin entire batches, and customers can taste even small variations. Tea making requires perfect consistency and years of practice."	VikramSerious																	
Story 19	Vikram	Light Background Music 3	26a	Day 3	Raju	Raju Excited	"I understand the responsibility, uncle. But I'm precise and patient. I want to learn the traditional methods correctly from the beginning, even if it takes months to master basic techniques."	RajuExcited																	
Story 19	Vikram	Light Background Music 3	27a	Day 3	Vikram	Vikram Serious	Very well. But you start with ingredient preparation and measurement only. No actual brewing until you prove you understand the discipline that quality tea preparation requires.	VikramSerious																	
Story 19	Vikram	Light Background Music 3	28a	Day 3	Raju	Raju Excited	"Thank you for sharing your knowledge, uncle! I'll be the most careful and respectful student you've ever had for traditional tea techniques."	RajuExcited																	
